## Created using https://www.youtube.com/watch?v=Y40Wy1guAiQ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"## Summary of mouse longevity data. David Ashbrook 2022, dashbroo@UTHSC.edu. Edited by Wyatt Kaiser 2023 wkaiser1@uthsc.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## Data from replicable mouse populations,Title,Where mice maintained,First Author,Last Author,All authors,Year mice born,Year mice died,Year paper published,Paper type,Reason for looking,Main topic,Strain,Maternal strain,Paternal strain,Cross type,Sex,Age started,Age started (estimated approx. days),Intervention,Method,Diet,Day-night cycle,Lights on/lights off,Temperature,Humidity,Number of mice per cage (newly added) ,Pathogen free?,Individual data available,Individual data imputable from figures,Where data available?,mean,median,SE,SD,N,CV,IMR,MRDT,Minimum lifespan,Maximum lifespan,notes,url,DOI
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,LP/J,LP/J,LP/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,748,,18.6,160.00325,74,0.213908088,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,P/J,P/J,P/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,448,,13.5,112.9491036,70,0.252118535,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,PL/J,PL/J,PL/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,384,,13.6,120.1119478,78,0.312791531,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,RIIIS/J,RIIIS/J,RIIIS/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,655,,23.1,202.7016773,77,0.30946821,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,RIIIS/J,RIIIS/J,RIIIS/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,685,,20.5,178.7148567,76,0.260897601,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,SJL/J,SJL/J,SJL/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,395,,11.3,98.51111612,76,0.249395231,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,SJL/J,SJL/J,SJL/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,472,,25.1,137.4783619,30,0.291267716,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,SM/J,SM/J,SM/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,591,,14.5,127.2369836,77,0.215291004,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,SM/J,SM/J,SM/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,572,,17,147.2243186,75,0.257385172,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,SWR/J,SWR/J,SWR/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,496,,20.8,168.9799988,66,0.340685481,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,SWR/J,SWR/J,SWR/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,616,,29.2,170.2637953,34,0.276402265,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,AKR/J,AKR/J,AKR/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,276,,8.9,75.51900423,72,0.273619581,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,AKR/J,AKR/J,AKR/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,326,,15.9,99.29546817,39,0.304587326,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,C58/J,C58/J,C58/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,351,,13.2,114.3153533,75,0.325684767,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,C58/J,C58/J,C58/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,373,,18.6,161.0807251,75,0.43185181,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,RF/J,RF/J,RF/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,452,,13.1,117.9,81,0.260840708,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,RF/J,RF/J,RF/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,651,,24.5,140.7417848,33,0.216193218,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,BDP/J,BDP/J,BDP/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,468,,16.7,144.6262424,75,0.309030433,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,BDP/J,BDP/J,BDP/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,421,,12.4,110.9089717,80,0.263441738,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,ST/bJ,ST/bJ,ST/bJ,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,511,,15.1,135.0585058,80,0.26430236,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,ST/bJ,ST/bJ,ST/bJ,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,433,,22.9,194.3129435,72,0.448759685,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,BALB/cJ,BALB/cJ,BALB/cJ,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,575,,14.9,129.8951885,76,0.225904676,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,BALB/cJ,BALB/cJ,BALB/cJ,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,539,,33,174.6195865,28,0.323969548,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,MA/J,MA/J,MA/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,585,,13.7,117.8518562,74,0.201456164,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,MA/J,MA/J,MA/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,459,,19.4,169.125279,76,0.36846466,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,129/J,129/J,129/J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,648,,24.4,215.4949651,78,0.332553959,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,129/J,129/J,129/J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,679,,18.9,167.9868745,79,0.24740335,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,C3HeB/FeJ,C3HeB/FeJ,C3HeB/FeJ,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,657,,14.5,128.0605326,78,0.194917097,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,C3HeB/FeJ,C3HeB/FeJ,C3HeB/FeJ,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,652,,16.6,150.3193933,82,0.230551217,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,DBA/1J,DBA/1J,DBA/1J,Inbred,female,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,750,,19.9,166.4953453,70,0.221993794,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Longevity and gross pathology at death in 22 inbred mouse strains,Jackson Laboratory,Storer,Storer,J B Storer,,,1966,Primary,Genetic interventions,Genetic interventions,DBA/1J,DBA/1J,DBA/1J,Inbred,male,Birth,28,Control,,Old Guilford Chow,,,,,,,No,No,https://sci-hub.se/10.1093/geronj/21.3.404,433,,30.9,264.0097157,73,0.609722207,,,,,,https://academic.oup.com/geronj/article-abstract/21/3/404/661988?redirectedFrom=PDF,https://doi.org/10.1093/geronj/21.3.404
,Circadian alignment of early onset caloric restriction promotes longevity in male C57BL/6J mice,University of Texas Southwestern Medical Center,Acosta-Rodríguez,Takahashi,"Victoria Acosta-Rodríguez, Filipa Rijo-Ferreira, Mariko Izumo, Pin Xu, Mary Wight-Carter, Carla B. Green, and Joseph S. Takahashi",,,2022,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,Birth,28,Control,,F0075,12-hour light/dark,,,,,,No,Yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/bin/NIHMS1820506-supplement-Suppl_Materials.pdf,787.222972,792,29.5,181.8502131,38,0.231002168,,,,,Data estimated from figures. Included a running wheel,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/,https://doi.org/10.1126%2Fscience.abk0297
,Circadian alignment of early onset caloric restriction promotes longevity in male C57BL/6J mice,University of Texas Southwestern Medical Center,Acosta-Rodríguez,Takahashi,"Victoria Acosta-Rodríguez, Filipa Rijo-Ferreira, Mariko Izumo, Pin Xu, Mary Wight-Carter, Carla B. Green, and Joseph S. Takahashi",,,2022,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,>6 weeks,42,30% DR-day,,F0075,12-hour light/dark,,,,,,No,Yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/bin/NIHMS1820506-supplement-Suppl_Materials.pdf,,959,,,,,,,,,Data could be estimated from figures. Included a running wheel,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/,https://doi.org/10.1126%2Fscience.abk0297
,Circadian alignment of early onset caloric restriction promotes longevity in male C57BL/6J mice,University of Texas Southwestern Medical Center,Acosta-Rodríguez,Takahashi,"Victoria Acosta-Rodríguez, Filipa Rijo-Ferreira, Mariko Izumo, Pin Xu, Mary Wight-Carter, Carla B. Green, and Joseph S. Takahashi",,,2022,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,>6 weeks,42,30% DR-night,,F0075,12-hour light/dark,,,,,,No,Yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/bin/NIHMS1820506-supplement-Suppl_Materials.pdf,,1068,,,,,,,,,Data could be estimated from figures. Included a running wheel,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/,https://doi.org/10.1126%2Fscience.abk0297
,Circadian alignment of early onset caloric restriction promotes longevity in male C57BL/6J mice,University of Texas Southwestern Medical Center,Acosta-Rodríguez,Takahashi,"Victoria Acosta-Rodríguez, Filipa Rijo-Ferreira, Mariko Izumo, Pin Xu, Mary Wight-Carter, Carla B. Green, and Joseph S. Takahashi",,,2022,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,>6 weeks,42,30% DR-day-12h,,F0075,12-hour light/dark,,,,,,No,Yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/bin/NIHMS1820506-supplement-Suppl_Materials.pdf,,942,,,,,,,,,Data could be estimated from figures. Included a running wheel,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/,https://doi.org/10.1126%2Fscience.abk0297
,Circadian alignment of early onset caloric restriction promotes longevity in male C57BL/6J mice,University of Texas Southwestern Medical Center,Acosta-Rodríguez,Takahashi,"Victoria Acosta-Rodríguez, Filipa Rijo-Ferreira, Mariko Izumo, Pin Xu, Mary Wight-Carter, Carla B. Green, and Joseph S. Takahashi",,,2022,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,>6 weeks,42,30% DR-night-12h,,F0075,12-hour light/dark,,,,,,No,Yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/bin/NIHMS1820506-supplement-Suppl_Materials.pdf,,1058,,,,,,,,,Data could be estimated from figures. Included a running wheel,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/,https://doi.org/10.1126%2Fscience.abk0297
,Circadian alignment of early onset caloric restriction promotes longevity in male C57BL/6J mice,University of Texas Southwestern Medical Center,Acosta-Rodríguez,Takahashi,"Victoria Acosta-Rodríguez, Filipa Rijo-Ferreira, Mariko Izumo, Pin Xu, Mary Wight-Carter, Carla B. Green, and Joseph S. Takahashi",,,2022,Primary,Dietry interventions,Dietry interventions,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,male,>6 weeks,42,30% DR-spread,,F0075,12-hour light/dark,,,,,,No,Yes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/bin/NIHMS1820506-supplement-Suppl_Materials.pdf,,875,,,,,,,,,Data could be estimated from figures. Included a running wheel,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262309/,https://doi.org/10.1126%2Fscience.abk0297
,Gerontological data of C57BL/6J mice. I. Sex differences in survival curves,Medizinische Hochschule Hannover,Kunstyr,Leuenberger,"I Kunstyr, H G Leuenberger",,,1975,Primary,Gender Survival Curves,,C57BL/6J,C57BL/6J,C57BL/6J,Inbred,female,>6 weeks,42,Control,,Altromin Pellets,,,24-26°,50-60%,,Yes,,,,794,815,6,164.972725,756,0.207774213,,,,,,https://academic.oup.com/geronj/article-abstract/30/2/157/588109?redirectedFrom=fulltext&login=false,https://doi.org/10.1093/geronj/30.2.157
